,회사명,거래소코드,회계년도,정상영업이익증가율,순이익증가율,1주당순이익,부채비율,매출액정상영업이익률,PER,PBR,PCR
0,(주)DB하이텍,990,2007/12,0.0,0.0,-1151.0,319.3,-2.62,0.0,0.75,0.0
1,(주)DB하이텍,990,2008/12,0.0,0.0,-8904.0,342.61,1.8,0.0,0.35,0.0
2,(주)DB하이텍,990,2009/12,0.0,0.0,-5481.0,348.79,-11.01,0.0,0.505,3.13
3,(주)DB하이텍,990,2010/12,0.0,0.0,-5072.0,247.03,-61.04,0.0,1.2149999999999999,6.58
4,(주)DB하이텍,990,2011/12,0.0,0.0,-2541.0,289.22,-7.81,0.0,2.435,8.705
5,(주)DB하이텍,990,2012/12,0.0,0.0,-780.0,298.0,-2.64,0.0,1.9200000000000002,5.575
6,(주)DB하이텍,990,2013/12,0.0,0.0,-2066.0,416.9,-1.95,0.0,2.52,10.870000000000001
7,(주)DB하이텍,990,2014/12,0.0,0.0,-1915.0,715.95,8.03,0.0,3.635,5.695
8,(주)DB하이텍,990,2015/12,174.29,0.0,3112.0,287.57,18.75,4.105,2.15,3.48
9,(주)DB하이텍,990,2016/12,37.98,-30.29,2042.0,188.6,22.3,8.26,2.145,2.945
10,(주)DB하이텍,990,2017/12,-16.95,24.71,2546.0,118.07,21.07,10.395,1.9100000000000001,4.245
11,(주)DB하이텍,990,2018/12,-21.09,-21.19,2002.0,91.0,16.88,7.21,1.36,3.755
12,(주)DB하이텍,990,2019/12,60.45,20.51,2410.0,68.91,22.45,7.135,1.425,5.375
13,(주)DB하이텍,990,2020/12,32.02,58.67,3822.0,48.33,25.57,8.975,1.96,4.79
14,(주)DB하이텍,990,2021/12,66.76,90.87,7292.0,40.13,32.86,8.98,2.665,7.275
15,(주)DB하이텍,990,2022/12,92.62,76.35,12858.0,29.57,45.89,4.79,1.71,3.675
17,(주)HJ중공업,97230,2008/12,0.0,0.0,1331.0,282.03,10.75,31.71,0.955,0.0
18,(주)HJ중공업,97230,2009/12,6.7,-18.02,1081.0,292.8,10.61,29.270000000000003,0.735,0.0
19,(주)HJ중공업,97230,2010/12,-69.33,0.0,-1512.0,284.77,3.78,0.0,0.84,6.695
20,(주)HJ중공업,97230,2011/12,-9.82,0.0,-2007.0,276.93,3.73,0.0,0.7549999999999999,0.0
21,(주)HJ중공업,97230,2012/12,-50.99,0.0,-1095.0,283.85,2.08,63.86,0.45,0.0
22,(주)HJ중공업,97230,2013/12,0.0,0.0,-2931.0,307.77,-2.75,0.0,0.39,0.0
23,(주)HJ중공업,97230,2014/12,0.0,0.0,-3674.0,311.31,-5.75,0.0,0.44000000000000006,0.0
24,(주)HJ중공업,97230,2015/12,0.0,0.0,-2551.0,332.17,-2.55,0.0,0.405,5.065
25,(주)HJ중공업,97230,2016/12,0.0,0.0,-3216.0,487.19,-2.82,0.0,0.44000000000000006,5.045
26,(주)HJ중공업,97230,2017/12,0.0,0.0,-2622.0,628.81,-4.76,0.0,0.765,1.16
27,(주)HJ중공업,97230,2018/12,0.0,0.0,0.0,0.0,3.63,0.0,0.0,1.645
28,(주)HJ중공업,97230,2019/12,35.93,0.0,5185.0,908.28,5.15,0.0,1.9749999999999999,3.4400000000000004
29,(주)HJ중공업,97230,2020/12,-38.42,-74.39,940.0,585.57,3.04,7.53,1.81,2.28
30,(주)HJ중공업,97230,2021/12,0.0,0.0,-1679.0,452.13,-6.39,0.0,1.665,0.0
31,(주)HJ중공업,97230,2022/12,0.0,0.0,-602.0,566.95,0.37,0.0,1.27,5.8100000000000005
32,(주)MH에탄올,23150,2007/12,0.0,0.0,496.0,71.65,18.07,13.48,1.4149999999999998,15.85
33,(주)MH에탄올,23150,2008/12,0.0,0.0,-923.0,226.64,-3.44,0.0,1.2850000000000001,4.2700000000000005
34,(주)MH에탄올,23150,2009/12,0.0,0.0,188.0,191.56,7.63,33.59,0.985,7.529999999999999
35,(주)MH에탄올,23150,2010/12,-29.87,0.0,-225.0,189.26,6.26,6.415,0.555,4.94
36,(주)MH에탄올,23150,2011/12,-82.51,0.0,-611.0,214.54,1.35,6.085,0.36,4.85
37,(주)MH에탄올,23150,2012/12,803.71,0.0,59.0,238.69,9.12,11.690000000000001,0.51,10.78
38,(주)MH에탄올,23150,2013/12,-44.79,1640.29,1022.0,182.66,4.84,0.0,0.515,4.295
39,(주)MH에탄올,23150,2014/12,190.55,0.0,-26.0,62.03,17.85,11.215,1.02,10.105
40,(주)MH에탄올,23150,2015/12,26.84,0.0,1063.0,36.47,22.01,11.385000000000002,1.5950000000000002,6.6
41,(주)MH에탄올,23150,2016/12,7.05,4.71,1129.0,13.77,24.28,6.965,0.93,4.63
42,(주)MH에탄올,23150,2017/12,-31.65,-17.16,942.0,368.17,15.62,8.875,0.845,4.87
43,(주)MH에탄올,23150,2018/12,-84.87,-108.83,-87.0,380.62,1.69,6.4350000000000005,0.645,6.325
44,(주)MH에탄올,23150,2019/12,537.44,0.0,-79.0,468.69,9.68,0.0,0.81,7.14
45,(주)MH에탄올,23150,2020/12,101.58,0.0,1049.0,459.13,16.67,62.69,1.32,9.49
46,(주)MH에탄올,23150,2021/12,47.86,-13.4,908.0,432.99,22.86,20.24,1.82,49.24
47,(주)MH에탄올,23150,2022/12,-6.04,-15.66,766.0,369.03,19.8,13.5,1.28,0.0
49,(주)SH에너지화학,2360,2007/12,0.0,0.0,256.0,87.68,1.46,30.735,1.325,62.150000000000006
50,(주)SH에너지화학,2360,2008/12,0.0,0.0,-104.0,81.23,-5.69,0.0,7.8,80.65
51,(주)SH에너지화학,2360,2009/12,0.0,0.0,41.0,43.21,4.21,14.899999999999999,0.97,13.35
52,(주)SH에너지화학,2360,2010/12,0.0,0.0,-58.6,55.41,-4.51,0.0,0.905,90.36500000000001
53,(주)SH에너지화학,2360,2011/12,0.0,0.0,18.6,60.5,2.41,11.54,0.575,5.22
54,(주)SH에너지화학,2360,2012/12,-47.6,-81.28,3.5,59.82,1.13,97.03999999999999,1.6400000000000001,288.2
55,(주)SH에너지화학,2360,2013/12,194.26,1146.78,43.5,58.75,2.77,24.045,1.7399999999999998,15.52
56,(주)SH에너지화학,2360,2014/12,231.12,238.32,147.2,31.46,9.21,10.09,2.045,6.49
57,(주)SH에너지화학,2360,2015/12,7.89,-22.92,113.4,26.05,10.6,16.335,2.445,8.405
58,(주)SH에너지화학,2360,2016/12,5.02,42.44,161.6,19.6,11.04,10.465,1.92,15.879999999999999
59,(주)SH에너지화학,2360,2017/12,-41.16,-46.61,86.3,16.36,7.54,19.75,1.755,10.795
60,(주)SH에너지화학,2360,2018/12,-85.19,-75.89,20.8,16.17,1.14,53.769999999999996,1.48,34.72
61,(주)SH에너지화학,2360,2019/12,-249.05,-223.7,-25.8,24.66,-2.22,0.0,1.385,9.18
62,(주)SH에너지화학,2360,2020/12,0.0,0.0,-61.9,30.38,-8.39,0.0,1.395,32.845
63,(주)SH에너지화학,2360,2021/12,0.0,0.0,5.7,30.4,0.25,167.89,1.4100000000000001,0.0
64,(주)SH에너지화학,2360,2022/12,134.88,196.29,16.8,31.94,0.48,117.365,1.585,0.0
65,(주)SIMPAC,9160,2007/12,0.0,0.0,519.0,82.7,10.57,6.6,1.205,6.89
66,(주)SIMPAC,9160,2008/12,-23.8,108.08,1024.0,79.16,6.77,4.36,1.23,22.534999999999997
67,(주)SIMPAC,9160,2009/12,0.0,0.0,555.0,69.88,9.55,6.265000000000001,0.8400000000000001,6.665
68,(주)SIMPAC,9160,2010/12,83.91,49.82,768.0,85.41,11.85,7.62,0.855,4.83
69,(주)SIMPAC,9160,2011/12,26.96,21.75,925.0,84.02,12.7,8.32,1.1600000000000001,9.7
70,(주)SIMPAC,9160,2012/12,-7.88,-22.78,714.0,69.63,11.18,8.265,1.07,14.335
71,(주)SIMPAC,9160,2013/12,-6.32,3.93,742.0,73.34,11.47,9.754999999999999,0.96,15.995000000000001
72,(주)SIMPAC,9160,2014/12,-26.52,-28.56,530.0,74.3,6.59,17.945,0.915,6.3100000000000005
73,(주)SIMPAC,9160,2015/12,22.48,14.79,608.0,82.25,7.88,9.47,0.855,17.564999999999998
74,(주)SIMPAC,9160,2016/12,10.95,-1.54,603.0,73.81,8.82,9.06,0.665,4.885
75,(주)SIMPAC,9160,2017/12,-50.36,-20.32,509.0,58.27,5.07,18.695,0.6000000000000001,0.0
76,(주)SIMPAC,9160,2018/12,-12.89,436.6,1678.0,56.71,3.33,1.685,0.26,2.8950000000000005
77,(주)SIMPAC,9160,2019/12,9.33,-86.29,157.0,53.93,2.59,18.095,0.5,4.609999999999999
78,(주)SIMPAC,9160,2020/12,-30.1,259.84,586.0,58.9,2.13,5.795,0.355,351.345
79,(주)SIMPAC,9160,2021/12,1266.33,166.06,1621.0,65.23,17.36,6.17,0.8500000000000001,8.785
80,(주)SIMPAC,9160,2022/12,11.79,-16.18,1381.0,60.93,17.69,9.469999999999999,0.8899999999999999,19.65
82,(주)SNT에너지,100840,2009/12,0.0,0.0,5273.0,72.09,24.09,5.0600000000000005,1.075,5.19
83,(주)SNT에너지,100840,2010/12,-90.64,-90.96,485.0,51.69,1.93,63.245,1.2650000000000001,0.0
84,(주)SNT에너지,100840,2011/12,0.0,0.0,-648.0,72.18,-3.38,0.0,0.765,0.0
85,(주)SNT에너지,100840,2012/12,0.0,0.0,1298.0,59.73,6.56,15.044999999999998,0.765,5.13
86,(주)SNT에너지,100840,2013/12,11.05,78.15,2285.0,57.28,8.37,7.715,0.65,6.205
87,(주)SNT에너지,100840,2014/12,-18.01,-30.42,1590.0,46.6,5.68,10.425,0.585,0.0
88,(주)SNT에너지,100840,2015/12,146.18,139.96,3815.0,36.64,13.04,6.27,0.755,76.875
89,(주)SNT에너지,100840,2016/12,-96.48,-93.86,234.0,51.45,0.47,99.35,0.7250000000000001,4.71
90,(주)SNT에너지,100840,2017/12,1506.66,176.05,647.0,28.42,10.43,26.595,0.525,0.0
91,(주)SNT에너지,100840,2018/12,0.0,-60.16,257.0,21.5,-1.36,55.065,0.44000000000000006,6.965
92,(주)SNT에너지,100840,2019/12,0.0,0.0,2148.0,36.31,8.19,7.92,0.485,0.0
93,(주)SNT에너지,100840,2020/12,32.35,-36.66,1414.0,42.24,9.74,12.030000000000001,0.485,1.705
94,(주)SNT에너지,100840,2021/12,0.0,0.0,1957.0,35.65,7.76,12.59,0.675,5.824999999999999
95,(주)SNT에너지,100840,2022/12,-73.18,20.76,2292.0,68.25,1.76,23.634999999999998,0.64,7.955
96,(주)SNT홀딩스,36530,2007/12,0.0,0.0,1603.0,106.4,6.58,27.12,2.16,0.0
97,(주)SNT홀딩스,36530,2008/12,-21.89,24.31,1946.0,72.68,5.87,10.18,0.5850000000000001,19.134999999999998
98,(주)SNT홀딩스,36530,2009/12,59.24,-14.76,1659.0,78.78,8.67,9.75,0.46499999999999997,57.77
99,(주)SNT홀딩스,36530,2010/12,18.46,60.29,1833.0,59.55,8.05,47.8,0.585,230.63
100,(주)SNT홀딩스,36530,2011/12,-0.27,13.66,2132.0,62.08,7.24,33.97,0.515,20.945
101,(주)SNT홀딩스,36530,2012/12,-28.89,-14.76,1870.0,57.43,5.14,19.095,0.45000000000000007,19.845
102,(주)SNT홀딩스,36530,2013/12,-1.04,-16.31,1542.0,56.38,5.38,27.725,0.565,27.89
103,(주)SNT홀딩스,36530,2014/12,-22.75,30.84,1999.0,50.39,4.22,39.355000000000004,0.69,39.61
104,(주)SNT홀딩스,36530,2015/12,146.6,10.19,2141.0,41.85,10.02,14.120000000000001,0.94,49.25
105,(주)SNT홀딩스,36530,2016/12,-55.25,-91.61,174.0,44.37,4.7,51.565000000000005,0.85,468.695
106,(주)SNT홀딩스,36530,2017/12,-16.11,146.91,430.0,41.26,4.02,62.125,0.615,41.915
107,(주)SNT홀딩스,36530,2018/12,19.81,303.74,1701.0,40.62,5.18,35.07,0.52,32.585
108,(주)SNT홀딩스,36530,2019/12,73.82,127.87,4072.0,37.56,8.35,24.87,0.565,22.765
109,(주)SNT홀딩스,36530,2020/12,0.64,-40.18,2533.0,40.37,8.85,9.535,0.525,9.55
110,(주)SNT홀딩스,36530,2021/12,0.0,0.0,5329.0,33.27,8.94,18.9,0.7450000000000001,18.65
111,(주)SNT홀딩스,36530,2022/12,15.23,-33.42,3556.0,40.86,8.88,15.04,0.6699999999999999,14.91
112,(주)STX,11810,2007/12,0.0,0.0,2572.0,272.52,7.69,35.515,7.33,0.0
113,(주)STX,11810,2008/12,31.26,-82.53,423.0,475.73,5.18,77.215,1.955,0.0
114,(주)STX,11810,2009/12,0.0,0.0,-4312.0,554.07,-1.13,0.0,1.18,14.25
115,(주)STX,11810,2010/12,0.0,0.0,4651.0,275.44,2.21,140.43,1.38,20.485
116,(주)STX,11810,2011/12,162.45,1.24,4089.0,173.19,3.93,17.064999999999998,1.265,0.0
117,(주)STX,11810,2012/12,0.0,0.0,-8599.0,236.31,-6.67,0.0,0.6749999999999999,4.665
118,(주)STX,11810,2013/12,0.0,0.0,-26644.0,0.0,-39.27,0.0,0.0,3.45
119,(주)STX,11810,2014/12,0.0,0.0,15611.0,1239.93,2.18,2.25,15.17,0.0
120,(주)STX,11810,2015/12,0.0,0.0,-1642.0,1651.71,-2.1,0.0,1.63,3.79
121,(주)STX,11810,2016/12,0.0,0.0,-14597.0,0.0,-1.99,0.0,0.0,2.745
122,(주)STX,11810,2017/12,0.0,0.0,20985.0,1374.49,2.44,6.035,47.705000000000005,21.619999999999997
123,(주)STX,11810,2018/12,-133.55,-97.28,471.0,765.34,-0.98,91.5,7.654999999999999,0.0
124,(주)STX,11810,2019/12,0.0,-460.27,-1664.0,895.02,0.12,0.0,5.335,20.695
125,(주)STX,11810,2020/12,0.0,0.0,-1032.0,655.62,-0.05,0.0,5.1899999999999995,1.895
126,(주)STX,11810,2021/12,0.0,0.0,-696.0,451.82,0.98,0.0,4.095,0.0
127,(주)STX,11810,2022/12,0.0,0.0,-491.0,624.35,-0.16,0.0,3.9499999999999997,0.0
128,(주)TCC스틸,2710,2007/12,0.0,0.0,423.0,108.4,2.78,60.67,0.44999999999999996,0.0
129,(주)TCC스틸,2710,2008/12,530.78,-37.73,249.0,115.15,11.96,83.675,0.36000000000000004,1.0350000000000001
130,(주)TCC스틸,2710,2009/12,-71.18,1926.8,935.0,84.58,4.15,15.655000000000001,1.25,4.995
131,(주)TCC스틸,2710,2010/12,30.19,15.29,974.0,84.12,4.26,5.44,0.375,0.0
132,(주)TCC스틸,2710,2011/12,-41.84,-67.08,312.0,101.53,2.22,14.915,0.515,0.0
133,(주)TCC스틸,2710,2012/12,-48.05,-96.47,0.0,142.04,1.18,20.39,0.42,7.885
134,(주)TCC스틸,2710,2013/12,0.0,0.0,0.0,164.27,-1.55,181.94,0.345,3.36
135,(주)TCC스틸,2710,2014/12,0.0,0.0,0.0,191.48,0.07,60.71,0.305,4.475
136,(주)TCC스틸,2710,2015/12,4502.76,0.0,0.0,337.6,3.2,0.0,0.735,1.495
137,(주)TCC스틸,2710,2016/12,-3.18,0.0,807.0,173.78,3.45,3.79,0.655,0.0
138,(주)TCC스틸,2710,2017/12,-47.19,-90.98,0.0,176.16,2.07,0.0,0.59,0.0
139,(주)TCC스틸,2710,2018/12,110.7,537.96,0.0,171.53,4.13,6.4,0.515,3.4699999999999998
140,(주)TCC스틸,2710,2019/12,-24.73,-48.34,237.0,168.92,2.94,27.815,0.59,0.0
141,(주)TCC스틸,2710,2020/12,-92.45,0.0,-68.0,153.25,0.22,0.0,0.88,0.0
142,(주)TCC스틸,2710,2021/12,2536.42,0.0,1242.0,136.42,4.77,5.78,1.3900000000000001,25.845000000000002
143,(주)TCC스틸,2710,2022/12,71.82,1.86,1239.0,143.04,6.43,12.205,1.695,0.0
144,(주)강원랜드,35250,2007/12,0.0,0.0,1383.0,28.85,39.21,16.225,3.305,10.96
145,(주)강원랜드,35250,2008/12,12.58,5.63,1472.0,27.28,40.96,11.815,2.46,9.62
146,(주)강원랜드,35250,2009/12,0.0,0.0,1902.0,26.31,38.42,7.925,1.82,6.285
147,(주)강원랜드,35250,2010/12,19.84,9.28,2088.0,24.29,42.29,11.450000000000001,2.605,10.120000000000001
148,(주)강원랜드,35250,2011/12,-12.08,-10.57,1875.0,20.11,38.6,14.969999999999999,2.81,13.73
149,(주)강원랜드,35250,2012/12,-17.13,-19.66,1509.0,22.54,31.24,19.555,2.6,12.65
150,(주)강원랜드,35250,2013/12,-4.16,-2.82,1468.0,23.21,28.51,22.895,2.825,15.535
151,(주)강원랜드,35250,2014/12,32.25,20.75,1772.0,24.76,34.29,19.025,2.7199999999999998,13.395
152,(주)강원랜드,35250,2015/12,16.02,22.9,2178.0,23.12,36.44,18.81,2.8949999999999996,13.92
153,(주)강원랜드,35250,2016/12,3.9,2.93,2242.0,22.33,36.46,18.795,2.8049999999999997,14.235
154,(주)강원랜드,35250,2017/12,-14.18,-3.73,2159.0,19.55,33.09,17.61,2.33,16.52
155,(주)강원랜드,35250,2018/12,-18.87,-32.06,1467.0,17.97,29.95,21.424999999999997,1.87,17.405
156,(주)강원랜드,35250,2019/12,16.36,12.56,1651.0,19.38,32.97,19.825,1.88,16.265
157,(주)강원랜드,35250,2020/12,0.0,0.0,-1361.0,12.15,-90.18,0.0,1.51,0.0
158,(주)강원랜드,35250,2021/12,0.0,0.0,-52.0,17.66,-6.68,0.0,1.69,25.509999999999998
159,(주)강원랜드,35250,2022/12,0.0,0.0,570.0,22.03,17.12,47.305,1.645,13.059999999999999
160,(주)갤럭시아에스엠,11420,2007/12,0.0,0.0,226.0,434.08,14.02,33.77,0.0,8539.55
161,(주)갤럭시아에스엠,11420,2008/12,1.82,0.0,-186.0,180.38,12.1,0.0,24.46,19.474999999999998
162,(주)갤럭시아에스엠,11420,2009/12,-66.94,0.0,101.0,103.49,4.55,27.23,3.985,0.0
163,(주)갤럭시아에스엠,11420,2010/12,0.0,0.0,44.0,63.57,1.08,53.5,5.654999999999999,0.0
164,(주)갤럭시아에스엠,11420,2011/12,0.0,0.0,157.0,78.49,10.91,15.545000000000002,3.6,11.785
165,(주)갤럭시아에스엠,11420,2012/12,0.0,0.0,19.0,69.76,3.77,197.27,2.3,17.005000000000003
166,(주)갤럭시아에스엠,11420,2013/12,-63.98,0.0,-83.0,75.11,1.61,0.0,2.01,0.0
167,(주)갤럭시아에스엠,11420,2014/12,0.0,0.0,-13.0,95.1,-0.96,0.0,2.69,0.0
168,(주)갤럭시아에스엠,11420,2015/12,0.0,0.0,85.0,38.09,3.36,27.505,1.49,23.56
169,(주)갤럭시아에스엠,11420,2016/12,-276.76,-183.84,-57.0,30.32,-7.06,0.0,1.685,0.0
170,(주)갤럭시아에스엠,11420,2017/12,0.0,0.0,-214.0,23.06,-9.51,0.0,2.03,0.0
171,(주)갤럭시아에스엠,11420,2018/12,0.0,0.0,-581.0,25.62,-46.86,0.0,2.515,0.0
172,(주)갤럭시아에스엠,11420,2019/12,0.0,0.0,-50.0,29.56,-1.59,0.0,3.385,83.97999999999999
173,(주)갤럭시아에스엠,11420,2020/12,0.0,0.0,36.0,37.82,7.04,41.620000000000005,2.1100000000000003,14.27
174,(주)갤럭시아에스엠,11420,2021/12,151.06,274.19,134.0,23.75,11.95,19.345,2.245,44.18
175,(주)갤럭시아에스엠,11420,2022/12,20.92,25.3,167.0,73.59,13.87,13.690000000000001,1.975,72.455
176,(주)경농,2100,2007/12,0.0,0.0,858.0,44.28,15.32,8.18,1.0250000000000001,5.3149999999999995
177,(주)경농,2100,2008/12,-30.43,-22.93,663.0,45.75,9.77,8.344999999999999,0.7150000000000001,4.905
178,(주)경농,2100,2009/12,22.16,45.02,970.0,35.14,11.21,5.074999999999999,0.59,0.0
179,(주)경농,2100,2010/12,0.0,0.0,503.0,34.11,9.59,9.695,0.65,3.755
180,(주)경농,2100,2011/12,0.0,0.0,29.0,21.53,6.33,23.965,0.535,5.295
181,(주)경농,2100,2012/12,0.0,0.0,632.0,77.55,9.29,10.61,0.47,5.8100000000000005
182,(주)경농,2100,2013/12,47.54,23.73,782.0,56.89,9.57,5.77,0.505,4.845
183,(주)경농,2100,2014/12,-21.99,-44.35,435.0,68.5,7.77,11.765,0.675,7.665
184,(주)경농,2100,2015/12,-17.35,-10.12,380.0,81.11,6.17,18.185,0.715,0.0
185,(주)경농,2100,2016/12,-24.3,-3.58,365.0,74.44,4.49,24.09,0.825,16.015
186,(주)경농,2100,2017/12,-7.86,55.69,568.0,74.8,4.09,11.495000000000001,0.765,9.215
187,(주)경농,2100,2018/12,74.84,-45.49,310.0,77.34,6.95,24.625,1.325,51.199999999999996
188,(주)경농,2100,2019/12,-41.16,-18.01,254.0,83.71,3.82,52.76,2.04,84.825
189,(주)경농,2100,2020/12,64.34,177.87,706.0,75.77,5.75,26.505000000000003,1.465,32.480000000000004
190,(주)경농,2100,2021/12,17.34,26.02,890.0,64.18,6.2,11.98,1.435,13.835
191,(주)경농,2100,2022/12,144.5,68.9,1503.0,72.23,11.33,12.395,1.075,8.74
192,(주)경동나비엔,9450,2007/12,0.0,0.0,3399.0,39.33,0.84,7.405,0.455,0.0
193,(주)경동나비엔,9450,2008/12,250.76,0.92,3370.0,38.65,2.54,7.444999999999999,0.415,39.975
194,(주)경동나비엔,9450,2009/12,27.95,-52.01,1610.0,44.16,2.75,21.259999999999998,0.575,3.7199999999999998
195,(주)경동나비엔,9450,2010/12,59.8,110.6,663.0,48.71,3.62,13.32,0.605,4.455
196,(주)경동나비엔,9450,2011/12,11.68,20.56,749.0,56.57,3.64,25.875,1.8050000000000002,19.720000000000002
197,(주)경동나비엔,9450,2012/12,12.11,-2.36,729.0,70.42,3.67,12.86,0.825,5.255
198,(주)경동나비엔,9450,2013/12,42.08,20.9,880.0,89.44,4.78,21.69,1.31,9.93
199,(주)경동나비엔,9450,2014/12,-31.94,-17.41,727.0,111.38,3.14,34.79,1.985,0.0
200,(주)경동나비엔,9450,2015/12,79.9,80.96,1316.0,95.11,4.73,21.08,2.305,11.149999999999999
201,(주)경동나비엔,9450,2016/12,89.21,122.2,2925.0,79.99,7.86,20.345,2.905,10.67
202,(주)경동나비엔,9450,2017/12,4.2,-28.44,2093.0,96.37,6.98,33.45,2.575,40.5
203,(주)경동나비엔,9450,2018/12,-14.56,-6.3,1961.0,108.35,5.61,30.175,3.0149999999999997,0.0
204,(주)경동나비엔,9450,2019/12,9.86,12.51,2207.0,102.57,5.79,29.46,2.49,15.809999999999999
205,(주)경동나비엔,9450,2020/12,49.69,49.48,3261.0,111.02,7.68,29.625,2.095,10.285
206,(주)경동나비엔,9450,2021/12,-4.18,93.71,5898.0,107.34,5.83,13.71,2.495,12.555
207,(주)경동나비엔,9450,2022/12,-7.04,-33.57,3707.0,96.64,5.15,16.384999999999998,1.86,25.125
209,(주)경동도시가스,267290,2018/12,96.9,91.84,7235.0,142.84,2.66,5.890000000000001,0.6599999999999999,1.665
210,(주)경동도시가스,267290,2019/12,-34.23,-28.03,4167.0,120.84,1.97,7.25,0.5449999999999999,5.255
211,(주)경동도시가스,267290,2020/12,-35.36,-22.62,3224.0,96.16,1.67,5.4399999999999995,0.3,0.0
212,(주)경동도시가스,267290,2021/12,0.0,0.0,3756.0,140.93,1.86,6.050000000000001,0.375,0.97
213,(주)경동도시가스,267290,2022/12,-6.86,9.31,4105.0,170.29,1.1,7.1899999999999995,0.44499999999999995,3.2350000000000003
214,(주)경동인베스트,12320,2007/12,0.0,0.0,6859.0,98.47,3.53,8.575,0.905,4.87
215,(주)경동인베스트,12320,2008/12,70.86,28.03,8782.0,104.99,4.11,5.405,0.665,2.1399999999999997
216,(주)경동인베스트,12320,2009/12,-43.07,-13.13,7629.0,126.83,2.26,6.154999999999999,0.59,2.745
217,(주)경동인베스트,12320,2010/12,101.55,79.37,12440.0,117.42,3.33,3.385,0.395,1.285
218,(주)경동인베스트,12320,2011/12,-20.78,-30.11,8695.0,145.55,1.94,3.4850000000000003,0.43,1.935
219,(주)경동인베스트,12320,2012/12,39.16,41.44,12300.0,170.97,1.99,4.08,0.51,1.5
220,(주)경동인베스트,12320,2013/12,1.29,15.8,14243.0,141.61,1.81,6.445,0.5900000000000001,5.4350000000000005
221,(주)경동인베스트,12320,2014/12,-5.16,47.04,20943.0,117.43,1.84,8.86,0.73,24.17
222,(주)경동인베스트,12320,2015/12,0.0,0.0,-4456.0,102.58,-0.83,0.0,0.71,0.0
223,(주)경동인베스트,12320,2016/12,0.0,0.0,5314.0,91.54,2.43,15.88,0.48,7.9750000000000005
224,(주)경동인베스트,12320,2017/12,26.9,173.81,20799.0,49.67,18.65,22.619999999999997,0.535,3.3049999999999997
225,(주)경동인베스트,12320,2018/12,7.78,-44.62,11998.0,48.79,17.15,83.34,0.425,75.935
226,(주)경동인베스트,12320,2019/12,-44.0,-66.62,4007.0,46.06,8.08,0.0,0.31,92.91
227,(주)경동인베스트,12320,2020/12,-11.36,67.44,6956.0,36.8,6.27,50.92,0.22,0.0
228,(주)경동인베스트,12320,2021/12,-28.63,-3.99,6714.0,31.37,4.65,261.58000000000004,0.31,113.505
229,(주)경동인베스트,12320,2022/12,5.88,-2.91,6519.0,30.2,5.34,0.0,0.6799999999999999,91.955
230,(주)경방,50,2007/12,0.0,0.0,31803.0,48.07,-7.43,7.03,1.01,0.0
231,(주)경방,50,2008/12,0.0,0.0,-7197.0,93.31,-4.14,0.0,0.63,0.0
232,(주)경방,50,2009/12,0.0,0.0,-75.0,107.38,-8.26,36.985,0.315,9.755
233,(주)경방,50,2010/12,0.0,0.0,9753.0,110.01,14.17,10.43,0.37,19.91
234,(주)경방,50,2011/12,-53.86,0.0,-539.0,114.76,6.37,0.0,0.355,0.0
235,(주)경방,50,2012/12,-67.31,0.0,-3834.0,115.08,2.17,0.0,0.345,8.445
236,(주)경방,50,2013/12,396.72,0.0,5865.0,103.79,10.38,18.830000000000002,0.42000000000000004,5.645
237,(주)경방,50,2014/12,-15.02,-21.27,4190.0,101.0,9.31,29.61,0.65,14.254999999999999
238,(주)경방,50,2015/12,27.25,45.31,6089.0,98.9,10.89,26.585,0.8600000000000001,13.030000000000001
239,(주)경방,50,2016/12,11.49,76.59,1075.0,91.5,11.51,10.41,0.47,5.225
240,(주)경방,50,2017/12,-2.6,-14.13,923.0,82.23,11.73,16.045,0.585,8.030000000000001
241,(주)경방,50,2018/12,-3.14,-20.23,740.0,83.67,11.66,12.84,0.52,12.735
242,(주)경방,50,2019/12,-21.86,115.99,1630.0,84.85,9.31,13.385,0.405,4.555
243,(주)경방,50,2020/12,-31.75,-70.13,499.0,70.49,6.64,11.565,0.4,6.465
244,(주)경방,50,2021/12,0.0,0.0,872.0,68.96,14.03,16.0,0.485,0.0
245,(주)경방,50,2022/12,-40.71,-80.19,177.0,65.34,8.19,0.0,0.51,6.8
252,(주)경보제약,214390,2013/12,0.0,0.0,8399.0,116.53,16.16,0.0,0.0,0.0
253,(주)경보제약,214390,2014/12,5.55,-52.09,4036.0,145.92,16.3,0.0,0.0,0.0
254,(주)경보제약,214390,2015/12,-7.36,202.34,1147.0,59.17,14.4,22.259999999999998,5.074999999999999,137.09
255,(주)경보제약,214390,2016/12,-39.16,-51.34,531.0,57.44,8.35,32.41,3.395,16.259999999999998
256,(주)경보제약,214390,2017/12,57.67,41.38,751.0,44.77,12.83,17.035,2.3,11.86
257,(주)경보제약,214390,2018/12,-29.77,-26.98,549.0,48.73,8.58,24.195,2.24,0.0
258,(주)경보제약,214390,2019/12,-64.13,-59.7,221.0,59.43,3.23,42.72,1.575,9.54
259,(주)경보제약,214390,2020/12,39.83,77.94,393.0,62.27,4.02,34.545,2.16,15.625
260,(주)경보제약,214390,2021/12,0.0,0.0,-314.0,62.65,-3.88,0.0,2.265,17.775
